Transaction_ID,Product_ID,Product_Category,Product_Subcategory,Product_Price,Quantity_Sold,Transaction_Date,Customer_ID,Customer_Location,Payment_Method,Total_Sales,Transaction_Month
908,103,Electronics,Board Game,412.38,18,2022-06-06,1075,Texas,Cash,7422.84,6
909,103,Books,Fruit,466.69,18,2023-02-26,1067,Illinois,Cash,8400.42,2
910,155,Toys,Non-fiction,274.41,5,2022-09-08,1087,Florida,PayPal,1372.0500000000002,9
911,124,Electronics,Board Game,104.14,11,2023-09-01,1028,Texas,PayPal,1145.54,9
912,166,Books,Mobile,310.31,5,2023-06-14,1072,Texas,Debit Card,1551.55,6
913,195,Clothing,Fruit,372.73,4,2022-11-23,1067,Texas,Credit Card,1490.92,11
914,166,Electronics,Shirt,370.27,12,2022-04-07,1050,New York,Debit Card,4443.24,4
915,126,Groceries,Pants,263.12,2,2023-05-28,1023,Florida,PayPal,526.24,5
916,192,Electronics,Laptop,38.89,13,2022-08-04,1013,Texas,Debit Card,505.57,8
917,131,Electronics,Action Figure,188.7,10,2022-05-12,1068,Florida,Debit Card,1887.0,5
918,149,Books,Shirt,460.78,9,2022-09-17,1017,Texas,PayPal,4147.0199999999995,9
919,160,Clothing,Laptop,294.3,10,2022-05-05,1041,Illinois,Cash,2943.0,5
920,150,Groceries,Board Game,271.47,7,2022-03-23,1056,Illinois,PayPal,1900.2900000000002,3
921,118,Toys,Action Figure,138.08,4,2022-10-10,1082,Illinois,Cash,552.32,10
922,120,Toys,Fiction,187.38,19,2023-11-14,1011,California,PayPal,3560.22,11
923,104,Electronics,Vegetable,448.2,10,2022-02-28,1081,Texas,PayPal,4482.0,2
924,181,Books,Mobile,334.9,3,2023-06-28,1016,California,PayPal,1004.6999999999999,6
925,191,Books,Fruit,394.76,19,2022-06-10,1029,Florida,Credit Card,7500.44,6
926,141,Toys,Shirt,229.9,2,2022-10-11,1087,California,Cash,459.8,10
927,160,Groceries,Mobile,316.97,10,2022-04-16,1074,Florida,Credit Card,3169.7000000000003,4
928,121,Clothing,Pants,127.95,2,2022-04-15,1098,Florida,PayPal,255.9,4
929,120,Groceries,Laptop,354.2,2,2023-03-15,1022,Florida,Debit Card,708.4,3
930,169,Clothing,Laptop,216.66,17,2022-08-16,1080,California,Credit Card,3683.22,8
931,100,Toys,Shirt,224.06,16,2023-12-01,1000,Texas,Cash,3584.96,12
932,104,Clothing,Non-fiction,326.41,16,2023-08-05,1078,California,PayPal,5222.56,8
933,111,Books,Non-fiction,468.46,14,2022-11-14,1031,Texas,Credit Card,6558.44,11
934,189,Electronics,Fiction,36.68,7,2023-04-09,1008,Texas,Debit Card,256.76,4
935,145,Electronics,Vegetable,413.25,11,2023-08-22,1014,Florida,Credit Card,4545.75,8
936,133,Toys,Action Figure,149.73,1,2023-04-17,1027,California,Cash,149.73,4
937,148,Books,Pants,224.74,11,2022-02-25,1023,Texas,Credit Card,2472.1400000000003,2
938,177,Groceries,Mobile,15.85,4,2023-09-17,1059,Illinois,Debit Card,63.4,9
939,189,Books,Non-fiction,154.02,7,2022-01-13,1034,Texas,Debit Card,1078.14,1
940,144,Electronics,Fiction,253.8,15,2023-03-16,1085,Illinois,Cash,3807.0,3
941,126,Electronics,Fiction,32.81,18,2022-01-18,1026,California,Debit Card,590.58,1
942,172,Books,Shirt,248.09,12,2023-11-25,1082,California,PayPal,2977.08,11
943,125,Books,Pants,463.92,17,2022-04-23,1075,California,Debit Card,7886.64,4
944,146,Electronics,Board Game,57.17,1,2022-08-17,1019,Texas,PayPal,57.17,8
945,185,Groceries,Action Figure,383.4,11,2022-06-20,1064,New York,Credit Card,4217.4,6
946,155,Toys,Vegetable,207.79,1,2022-10-22,1084,Texas,PayPal,207.79,10
947,193,Toys,Fruit,329.31,15,2022-07-08,1048,Texas,PayPal,4939.65,7
948,162,Books,Shirt,133.82,10,2023-03-02,1000,Florida,Credit Card,1338.1999999999998,3
949,147,Toys,Action Figure,83.95,7,2022-03-20,1009,Florida,Debit Card,587.65,3
950,160,Electronics,Fruit,84.43,2,2023-10-20,1046,Texas,PayPal,168.86,10
951,180,Electronics,Fruit,39.89,10,2022-07-01,1058,Illinois,Debit Card,398.9,7
952,125,Books,Pants,96.9,4,2023-05-14,1095,Florida,Credit Card,387.6,5
953,135,Books,Pants,333.79,12,2023-12-09,1061,Texas,Cash,4005.4800000000005,12
954,100,Books,Mobile,441.44,19,2022-03-12,1085,New York,Debit Card,8387.36,3
955,107,Groceries,Fiction,407.99,11,2022-09-05,1017,Illinois,Debit Card,4487.89,9
956,198,Toys,Action Figure,344.14,8,2022-05-26,1045,California,Cash,2753.12,5
957,151,Books,Shirt,59.66,18,2023-09-10,1031,Texas,Cash,1073.8799999999999,9
958,178,Clothing,Laptop,148.15,11,2022-10-23,1026,Texas,Credit Card,1629.65,10
959,146,Clothing,Shirt,158.35,11,2023-08-05,1091,Illinois,Debit Card,1741.85,8
960,155,Electronics,Mobile,128.73,13,2023-04-15,1017,Florida,Debit Card,1673.4899999999998,4
961,185,Toys,Vegetable,259.93,3,2023-05-21,1038,Florida,Credit Card,779.79,5
962,113,Books,Fiction,270.1,12,2022-07-12,1048,Florida,Debit Card,3241.2000000000003,7
963,189,Clothing,Laptop,181.66,3,2022-03-09,1092,California,PayPal,544.98,3
964,127,Toys,Non-fiction,180.13,10,2023-05-09,1081,Illinois,PayPal,1801.3,5
965,186,Electronics,Vegetable,415.14,17,2022-02-21,1043,Illinois,PayPal,7057.38,2
966,177,Groceries,Pants,395.7,2,2022-12-29,1071,Florida,Debit Card,791.4,12
967,187,Toys,Fruit,157.36,17,2023-04-19,1053,Florida,PayPal,2675.1200000000003,4
968,101,Toys,Non-fiction,457.33,16,2023-06-05,1094,New York,PayPal,7317.28,6
969,125,Groceries,Shirt,476.64,2,2023-03-07,1033,New York,Credit Card,953.28,3
970,113,Toys,Shirt,166.74,6,2022-10-25,1070,Texas,Credit Card,1000.44,10
971,158,Electronics,Pants,180.44,10,2023-03-11,1035,Texas,Cash,1804.4,3
972,155,Electronics,Mobile,255.29,10,2023-11-27,1017,Illinois,Cash,2552.9,11
973,106,Groceries,Action Figure,470.85,8,2023-11-22,1037,Illinois,Cash,3766.8,11
974,102,Books,Non-fiction,438.78,1,2022-07-17,1058,California,Cash,438.78,7
975,122,Clothing,Non-fiction,55.77,13,2022-05-08,1008,California,Credit Card,725.01,5
976,117,Books,Board Game,199.4,9,2023-06-16,1072,New York,Credit Card,1794.6000000000001,6
977,137,Toys,Vegetable,278.92,10,2023-02-15,1071,Texas,Credit Card,2789.2000000000003,2
978,198,Clothing,Fiction,254.05,15,2022-03-06,1050,New York,PayPal,3810.75,3
979,114,Groceries,Vegetable,100.96,5,2023-11-25,1034,New York,PayPal,504.79999999999995,11
980,163,Groceries,Action Figure,430.11,16,2022-08-29,1081,Texas,Cash,6881.76,8
981,188,Clothing,Shirt,340.09,13,2023-01-04,1004,California,PayPal,4421.17,1
982,127,Electronics,Shirt,419.76,18,2023-06-20,1013,Texas,Debit Card,7555.68,6
983,173,Clothing,Shirt,430.09,11,2023-01-19,1091,Florida,Credit Card,4730.99,1
984,138,Toys,Board Game,375.44,9,2023-03-07,1029,Florida,Cash,3378.96,3
985,156,Electronics,Shirt,222.41,16,2022-03-24,1003,Florida,Cash,3558.56,3
986,116,Groceries,Action Figure,307.22,2,2023-11-28,1038,Illinois,Debit Card,614.44,11
987,185,Clothing,Pants,84.38,2,2023-09-03,1083,California,PayPal,168.76,9
988,189,Books,Fiction,338.45,12,2023-07-28,1063,California,Cash,4061.3999999999996,7
989,143,Books,Action Figure,93.73,8,2022-10-13,1024,Illinois,PayPal,749.84,10
990,124,Toys,Fiction,348.51,9,2023-06-18,1027,New York,PayPal,3136.59,6
991,116,Books,Action Figure,118.65,12,2023-04-04,1075,Florida,Debit Card,1423.8000000000002,4
992,112,Clothing,Shirt,63.19,9,2022-07-31,1065,Florida,Cash,568.71,7
993,183,Clothing,Pants,86.82,10,2022-05-06,1077,New York,PayPal,868.1999999999999,5
994,124,Books,Non-fiction,5.99,2,2023-02-17,1021,Texas,PayPal,11.98,2
995,167,Clothing,Vegetable,360.78,16,2023-05-14,1030,Texas,Debit Card,5772.48,5
996,109,Toys,Fruit,367.54,7,2023-03-01,1022,California,Debit Card,2572.78,3
997,166,Electronics,Pants,259.89,2,2023-07-08,1047,Illinois,PayPal,519.78,7
998,117,Toys,Non-fiction,84.87,1,2023-09-02,1019,California,Debit Card,84.87,9
999,199,Toys,Mobile,46.36,19,2023-06-27,1037,Texas,PayPal,880.84,6
1000,185,Clothing,Action Figure,14.47,4,2022-06-07,1054,New York,Cash,57.88,6
